,PAHO Sub-Region,ISO-3,Country / territory,IFRC Sub-Region,Population,Tracker Update Date,Data Publication Date,EPI Week (year),EPI Week (outbreak),Cases
Deaths,Latin Caribbean,CUB,Cuba,Americas,11379111,7th June,2nd June 2016,22,37,0
Suspected,Latin Caribbean,CUB,Cuba,Americas,11379111,7th June,2nd June 2016,22,37,0
Confirmed,Non Latin Caribbean,CUW,Curaçao,Americas,155872,7th June,2nd June 2016,22,37,73
Deaths,Non Latin Caribbean,CUW,Curaçao,Americas,155872,7th June,2nd June 2016,22,37,0
Suspected,Non Latin Caribbean,CUW,Curaçao,Americas,155872,7th June,2nd June 2016,22,37,0
Confirmed,Non Latin Caribbean,DMA,Dominica,Americas,72341,7th June,2nd June 2016,22,37,28
Deaths,Non Latin Caribbean,DMA,Dominica,Americas,72341,7th June,2nd June 2016,22,37,0
Suspected,Non Latin Caribbean,DMA,Dominica,Americas,72341,7th June,2nd June 2016,22,37,203
Confirmed,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,7th June,2nd June 2016,22,37,73
Deaths,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,7th June,2nd June 2016,22,37,0
Suspected,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,7th June,2nd June 2016,22,37,2370
Confirmed,Andean,ECU,Ecuador,Americas,15902916,7th June,2nd June 2016,22,37,143
Deaths,Andean,ECU,Ecuador,Americas,15902916,7th June,2nd June 2016,22,37,0
Suspected,Andean,ECU,Ecuador,Americas,15902916,7th June,2nd June 2016,22,37,393
Confirmed,Central America,SLV,El Salvador,Americas,6107706,7th June,2nd June 2016,22,37,46
Deaths,Central America,SLV,El Salvador,Americas,6107706,7th June,2nd June 2016,22,37,0
Suspected,Central America,SLV,El Salvador,Americas,6107706,7th June,2nd June 2016,22,37,11631
Confirmed,Latin Caribbean,GUF,French Guiana,Americas,237549,7th June,2nd June 2016,22,37,483
Deaths,Latin Caribbean,GUF,French Guiana,Americas,237549,7th June,2nd June 2016,22,37,0
Suspected,Latin Caribbean,GUF,French Guiana,Americas,237549,7th June,2nd June 2016,22,37,6700
Confirmed,Non Latin Caribbean,GRD,Grenada,Americas,106349,7th June,2nd June 2016,22,37,1
Deaths,Non Latin Caribbean,GRD,Grenada,Americas,106349,7th June,2nd June 2016,22,37,0
Suspected,Non Latin Caribbean,GRD,Grenada,Americas,106349,7th June,2nd June 2016,22,37,0
Confirmed,Latin Caribbean,GLP,Guadeloupe,Americas,404635,7th June,2nd June 2016,22,37,379
Deaths,Latin Caribbean,GLP,Guadeloupe,Americas,404635,7th June,2nd June 2016,22,37,0
Suspected,Latin Caribbean,GLP,Guadeloupe,Americas,404635,7th June,2nd June 2016,22,37,6320
Confirmed,Central America,GTM,Guatemala,Americas,16015494,7th June,2nd June 2016,22,37,1162
Deaths,Central America,GTM,Guatemala,Americas,16015494,7th June,2nd June 2016,22,37,0
Suspected,Central America,GTM,Guatemala,Americas,16015494,7th June,2nd June 2016,22,37,1089
Confirmed,Non Latin Caribbean,GUY,Guyana,Americas,763893,7th June,2nd June 2016,22,37,6
Deaths,Non Latin Caribbean,GUY,Guyana,Americas,763893,7th June,2nd June 2016,22,37,0
Suspected,Non Latin Caribbean,GUY,Guyana,Americas,763893,7th June,2nd June 2016,22,37,0
Confirmed,Latin Caribbean,HTI,Haiti,Americas,10572029,7th June,2nd June 2016,22,37,5
Deaths,Latin Caribbean,HTI,Haiti,Americas,10572029,7th June,2nd June 2016,22,37,0
Suspected,Latin Caribbean,HTI,Haiti,Americas,10572029,7th June,2nd June 2016,22,37,1777
Confirmed,Central America,HND,Honduras,Americas,7961680,7th June,2nd June 2016,22,37,44
Deaths,Central America,HND,Honduras,Americas,7961680,7th June,2nd June 2016,22,37,2
Suspected,Central America,HND,Honduras,Americas,7961680,7th June,2nd June 2016,22,37,21025
Confirmed,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,7th June,2nd June 2016,22,37,14
Deaths,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,7th June,2nd June 2016,22,37,0
Suspected,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,7th June,2nd June 2016,22,37,646
Confirmed,Latin Caribbean,MTQ,Martinique,Americas,392291,7th June,2nd June 2016,22,37,12
Deaths,Latin Caribbean,MTQ,Martinique,Americas,392291,7th June,2nd June 2016,22,37,0
Suspected,Latin Caribbean,MTQ,Martinique,Americas,392291,7th June,2nd June 2016,22,37,26650
Confirmed,North America,MEX,Mexico,Americas,125385833,7th June,2nd June 2016,22,37,314
Deaths,North America,MEX,Mexico,Americas,125385833,7th June,2nd June 2016,22,37,0
Suspected,North America,MEX,Mexico,Americas,125385833,7th June,2nd June 2016,22,37,0
Confirmed,Central America,NIC,Nicaragua,Americas,6013913,7th June,2nd June 2016,22,37,207
Deaths,Central America,NIC,Nicaragua,Americas,6013913,7th June,2nd June 2016,22,37,0
Suspected,Central America,NIC,Nicaragua,Americas,6013913,7th June,2nd June 2016,22,37,0
Confirmed,Central America,PAN,Panama,Americas,3867535,7th June,2nd June 2016,22,37,274
Deaths,Central America,PAN,Panama,Americas,3867535,7th June,2nd June 2016,22,37,0
Suspected,Central America,PAN,Panama,Americas,3867535,7th June,2nd June 2016,22,37,638
Confirmed,South Cone,PRY,Paraguay,Americas,6552518,7th June,2nd June 2016,22,37,8
Deaths,South Cone,PRY,Paraguay,Americas,6552518,7th June,2nd June 2016,22,37,0
Suspected,South Cone,PRY,Paraguay,Americas,6552518,7th June,2nd June 2016,22,37,273
Confirmed,Andean,PER,Peru,Americas,30973148,7th June,2nd June 2016,22,37,5
Deaths,Andean,PER,Peru,Americas,30973148,7th June,2nd June 2016,22,37,0
Suspected,Andean,PER,Peru,Americas,30973148,7th June,2nd June 2016,22,37,0
Confirmed,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,7th June,2nd June 2016,22,37,1170
Deaths,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,7th June,2nd June 2016,22,37,1
Suspected,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,7th June,2nd June 2016,22,37,10535
Confirmed,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,7th June,2nd June 2016,22,37,7
Deaths,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,7th June,2nd June 2016,22,37,0
Suspected,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,7th June,2nd June 2016,22,37,19
Confirmed,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,7th June,2nd June 2016,22,37,2
Deaths,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,7th June,2nd June 2016,22,37,0
Suspected,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,7th June,2nd June 2016,22,37,0
Confirmed,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,7th June,2nd June 2016,22,37,2
Deaths,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,7th June,2nd June 2016,22,37,0
Suspected,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,7th June,2nd June 2016,22,37,0
Confirmed,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,7th June,2nd June 2016,22,37,109
Deaths,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,7th June,2nd June 2016,22,37,0
Suspected,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,7th June,2nd June 2016,22,37,425
Confirmed,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,7th June,2nd June 2016,22,37,7
Deaths,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,7th June,2nd June 2016,22,37,0
Suspected,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,7th June,2nd June 2016,22,37,0
Confirmed,Non Latin Caribbean,SUR,Suriname,Americas,538248,7th June,2nd June 2016,22,37,527
Deaths,Non Latin Caribbean,SUR,Suriname,Americas,538248,7th June,2nd June 2016,22,37,4
Suspected,Non Latin Caribbean,SUR,Suriname,Americas,538248,7th June,2nd June 2016,22,37,2503
Confirmed,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,7th June,2nd June 2016,22,37,16
Deaths,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,7th June,2nd June 2016,22,37,0
Suspected,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,7th June,2nd June 2016,22,37,0
Confirmed,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,7th June,2nd June 2016,22,37,21
Deaths,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,7th June,2nd June 2016,22,37,0
Suspected,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,7th June,2nd June 2016,22,37,228
Confirmed,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,7th June,2nd June 2016,22,37,352
Deaths,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,7th June,2nd June 2016,22,37,0
Suspected,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,7th June,2nd June 2016,22,37,31224
Confirmed,Andean,BOL,Bolivia,Americas,10561887,14th June 2016,9th June 2016,23,38,11
Deaths,Andean,BOL,Bolivia,Americas,10561887,14th June 2016,9th June 2016,23,38,0
Suspected,Andean,BOL,Bolivia,Americas,10561887,14th June 2016,9th June 2016,23,38,99
Confirmed,Andean,COL,Colombia,Americas,47791393,14th June 2016,9th June 2016,23,38,7582
Deaths,Andean,COL,Colombia,Americas,47791393,14th June 2016,9th June 2016,23,38,0
Suspected,Andean,COL,Colombia,Americas,47791393,14th June 2016,9th June 2016,23,38,81363
Confirmed,Andean,ECU,Ecuador,Americas,15902916,14th June 2016,9th June 2016,23,38,242
Deaths,Andean,ECU,Ecuador,Americas,15902916,14th June 2016,9th June 2016,23,38,0
Suspected,Andean,ECU,Ecuador,Americas,15902916,14th June 2016,9th June 2016,23,38,2614
Confirmed,Andean,PER,Peru,Americas,30973148,14th June 2016,9th June 2016,23,38,20
Deaths,Andean,PER,Peru,Americas,30973148,14th June 2016,9th June 2016,23,38,0
Suspected,Andean,PER,Peru,Americas,30973148,14th June 2016,9th June 2016,23,38,118
Confirmed,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,14th June 2016,9th June 2016,23,38,352
Deaths,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,14th June 2016,9th June 2016,23,38,0
Suspected,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,14th June 2016,9th June 2016,23,38,31224
Confirmed,Central America,BLZ,Belize,Americas,351706,14th June 2016,9th June 2016,23,38,2
Deaths,Central America,BLZ,Belize,Americas,351706,14th June 2016,9th June 2016,23,38,0
Suspected,Central America,BLZ,Belize,Americas,351706,14th June 2016,9th June 2016,23,38,0
Confirmed,Central America,CRI,Costa Rica,Americas,4757606,14th June 2016,9th June 2016,23,38,70
Deaths,Central America,CRI,Costa Rica,Americas,4757606,14th June 2016,9th June 2016,23,38,0
Suspected,Central America,CRI,Costa Rica,Americas,4757606,14th June 2016,9th June 2016,23,38,435
Confirmed,Central America,SLV,El Salvador,Americas,6107706,14th June 2016,9th June 2016,23,38,46
Deaths,Central America,SLV,El Salvador,Americas,6107706,14th June 2016,9th June 2016,23,38,0
Suspected,Central America,SLV,El Salvador,Americas,6107706,14th June 2016,9th June 2016,23,38,11668
Confirmed,Central America,GTM,Guatemala,Americas,16015494,14th June 2016,9th June 2016,23,38,377
Deaths,Central America,GTM,Guatemala,Americas,16015494,14th June 2016,9th June 2016,23,38,0
Suspected,Central America,GTM,Guatemala,Americas,16015494,14th June 2016,9th June 2016,23,38,1162
Confirmed,Central America,HND,Honduras,Americas,7961680,14th June 2016,9th June 2016,23,38,44
Deaths,Central America,HND,Honduras,Americas,7961680,14th June 2016,9th June 2016,23,38,2
Suspected,Central America,HND,Honduras,Americas,7961680,14th June 2016,9th June 2016,23,38,21025
Confirmed,Central America,NIC,Nicaragua,Americas,6013913,14th June 2016,9th June 2016,23,38,207
Deaths,Central America,NIC,Nicaragua,Americas,6013913,14th June 2016,9th June 2016,23,38,0
Suspected,Central America,NIC,Nicaragua,Americas,6013913,14th June 2016,9th June 2016,23,38,0
Confirmed,Central America,PAN,Panama,Americas,3867535,14th June 2016,9th June 2016,23,38,276
Deaths,Central America,PAN,Panama,Americas,3867535,14th June 2016,9th June 2016,23,38,0
Suspected,Central America,PAN,Panama,Americas,3867535,14th June 2016,9th June 2016,23,38,863
Confirmed,Latin Caribbean,CUB,Cuba,Americas,11379111,14th June 2016,9th June 2016,23,38,1
Deaths,Latin Caribbean,CUB,Cuba,Americas,11379111,14th June 2016,9th June 2016,23,38,0
Suspected,Latin Caribbean,CUB,Cuba,Americas,11379111,14th June 2016,9th June 2016,23,38,0
Confirmed,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,14th June 2016,9th June 2016,23,38,73
Deaths,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,14th June 2016,9th June 2016,23,38,0
Suspected,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,14th June 2016,9th June 2016,23,38,2987
Confirmed,Latin Caribbean,GUF,French Guiana,Americas,237549,14th June 2016,9th June 2016,23,38,483
Deaths,Latin Caribbean,GUF,French Guiana,Americas,237549,14th June 2016,9th June 2016,23,38,0
Suspected,Latin Caribbean,GUF,French Guiana,Americas,237549,14th June 2016,9th June 2016,23,38,7200
Confirmed,Latin Caribbean,GLP,Guadeloupe,Americas,404635,14th June 2016,9th June 2016,23,38,379
Deaths,Latin Caribbean,GLP,Guadeloupe,Americas,404635,14th June 2016,9th June 2016,23,38,0
Suspected,Latin Caribbean,GLP,Guadeloupe,Americas,404635,14th June 2016,9th June 2016,23,38,7830
Confirmed,Latin Caribbean,HTI,Haiti,Americas,10572029,14th June 2016,9th June 2016,23,38,5
Deaths,Latin Caribbean,HTI,Haiti,Americas,10572029,14th June 2016,9th June 2016,23,38,0
Suspected,Latin Caribbean,HTI,Haiti,Americas,10572029,14th June 2016,9th June 2016,23,38,1777
Confirmed,Latin Caribbean,MTQ,Martinique,Americas,392291,14th June 2016,9th June 2016,23,38,12
Deaths,Latin Caribbean,MTQ,Martinique,Americas,392291,14th June 2016,9th June 2016,23,38,0
Suspected,Latin Caribbean,MTQ,Martinique,Americas,392291,14th June 2016,9th June 2016,23,38,27800
Confirmed,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,14th June 2016,9th June 2016,23,38,1352
Deaths,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,14th June 2016,9th June 2016,23,38,1
Suspected,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,14th June 2016,9th June 2016,23,38,9657
Confirmed,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,14th June 2016,9th June 2016,23,38,145
Deaths,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,14th June 2016,9th June 2016,23,38,0
Suspected,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,14th June 2016,9th June 2016,23,38,530
Confirmed,Non Latin Caribbean,ABW,Aruba,Americas,103441,14th June 2016,9th June 2016,23,38,17
Deaths,Non Latin Caribbean,ABW,Aruba,Americas,103441,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,ABW,Aruba,Americas,103441,14th June 2016,9th June 2016,23,38,0
Confirmed,Non Latin Caribbean,BRB,Barbados,Americas,283380,14th June 2016,9th June 2016,23,38,7
Deaths,Non Latin Caribbean,BRB,Barbados,Americas,283380,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,BRB,Barbados,Americas,283380,14th June 2016,9th June 2016,23,38,316
Confirmed,Non Latin Caribbean,BES,Bonaire,Americas,17408,14th June 2016,9th June 2016,23,38,3
Deaths,Non Latin Caribbean,BES,Bonaire,Americas,17408,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,BES,Bonaire,Americas,17408,14th June 2016,9th June 2016,23,38,0
Confirmed,Non Latin Caribbean,CUW,Curaçao,Americas,155872,14th June 2016,9th June 2016,23,38,73
Deaths,Non Latin Caribbean,CUW,Curaçao,Americas,155872,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,CUW,Curaçao,Americas,155872,14th June 2016,9th June 2016,23,38,0
Confirmed,Non Latin Caribbean,DMA,Dominica,Americas,72341,14th June 2016,9th June 2016,23,38,39
Deaths,Non Latin Caribbean,DMA,Dominica,Americas,72341,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,DMA,Dominica,Americas,72341,14th June 2016,9th June 2016,23,38,391
Confirmed,Non Latin Caribbean,GRD,Grenada,Americas,106349,14th June 2016,9th June 2016,23,38,2
Deaths,Non Latin Caribbean,GRD,Grenada,Americas,106349,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,GRD,Grenada,Americas,106349,14th June 2016,9th June 2016,23,38,0
Confirmed,Non Latin Caribbean,GUY,Guyana,Americas,763893,14th June 2016,9th June 2016,23,38,6
Deaths,Non Latin Caribbean,GUY,Guyana,Americas,763893,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,GUY,Guyana,Americas,763893,14th June 2016,9th June 2016,23,38,0
Confirmed,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,14th June 2016,9th June 2016,23,38,16
Deaths,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,14th June 2016,9th June 2016,23,38,646
Confirmed,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,14th June 2016,9th June 2016,23,38,12
Deaths,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,14th June 2016,9th June 2016,23,38,40
Confirmed,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,14th June 2016,9th June 2016,23,38,7
Deaths,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,14th June 2016,9th June 2016,23,38,24
Confirmed,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,14th June 2016,9th June 2016,23,38,2
Deaths,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,14th June 2016,9th June 2016,23,38,0
Confirmed,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,14th June 2016,9th June 2016,23,38,7
Deaths,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,14th June 2016,9th June 2016,23,38,0
Confirmed,Non Latin Caribbean,SUR,Suriname,Americas,538248,14th June 2016,9th June 2016,23,38,527
Deaths,Non Latin Caribbean,SUR,Suriname,Americas,538248,14th June 2016,9th June 2016,23,38,4
Suspected,Non Latin Caribbean,SUR,Suriname,Americas,538248,14th June 2016,9th June 2016,23,38,2515
Confirmed,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,14th June 2016,9th June 2016,23,38,40
Deaths,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,14th June 2016,9th June 2016,23,38,0
Confirmed,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,14th June 2016,9th June 2016,23,38,24
Deaths,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,14th June 2016,9th June 2016,23,38,0
Suspected,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,14th June 2016,9th June 2016,23,38,276
Confirmed,North America,MEX,Mexico,Americas,125385833,14th June 2016,9th June 2016,23,38,345
Deaths,North America,MEX,Mexico,Americas,125385833,14th June 2016,9th June 2016,23,38,0
Suspected,North America,MEX,Mexico,Americas,125385833,14th June 2016,9th June 2016,23,38,0
Confirmed,South Cone,ARG,Argentina,Americas,42980026,14th June 2016,9th June 2016,23,38,20
Deaths,South Cone,ARG,Argentina,Americas,42980026,14th June 2016,9th June 2016,23,38,0
Suspected,South Cone,ARG,Argentina,Americas,42980026,14th June 2016,9th June 2016,23,38,1604
Confirmed,South Cone,BRA,Brazil,Americas,206077898,14th June 2016,9th June 2016,23,38,39993
Deaths,South Cone,BRA,Brazil,Americas,206077898,14th June 2016,9th June 2016,23,38,6
Suspected,South Cone,BRA,Brazil,Americas,206077898,14th June 2016,9th June 2016,23,38,148905
Confirmed,South Cone,PRY,Paraguay,Americas,6552518,14th June 2016,9th June 2016,23,38,8
Deaths,South Cone,PRY,Paraguay,Americas,6552518,14th June 2016,9th June 2016,23,38,0
Suspected,South Cone,PRY,Paraguay,Americas,6552518,14th June 2016,9th June 2016,23,38,275
